PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31557544","Large scale networks for human hand-object interaction: Functionally distinct roles for two premotor regions identified intraoperatively","Simone L, Fornia L, Viganò L, Sambataro F, Rossi M, Leonetti A, Puglisi G, Howells H, Bellacicca A, Bello L, Cerri G.","Neuroimage. 2020 Jan 1;204:116215. doi: 10.1016/j.neuroimage.2019.116215. Epub 2019 Sep 24.","Simone L","Neuroimage","2020","2019/09/27","","","10.1016/j.neuroimage.2019.116215"
"31036814","Anatomical and functional investigation of the marmoset default mode network","Liu C, Yen CC, Szczupak D, Ye FQ, Leopold DA, Silva AC.","Nat Commun. 2019 Apr 29;10(1):1975. doi: 10.1038/s41467-019-09813-7.","Liu C","Nat Commun","2019","2019/05/01","PMC6488610","","10.1038/s41467-019-09813-7"
"31031580","Isoflurane-Induced Burst Suppression Increases Intrinsic Functional Connectivity of the Monkey Brain","Zhang Z, Cai DC, Wang Z, Zeljic K, Wang Z, Wang Y.","Front Neurosci. 2019 Apr 11;13:296. doi: 10.3389/fnins.2019.00296. eCollection 2019.","Zhang Z","Front Neurosci","2019","2019/04/30","PMC6470287","","10.3389/fnins.2019.00296"
"30926817","Intrinsic functional architecture of the non-human primate spinal cord derived from fMRI and electrophysiology","Wu TL, Yang PF, Wang F, Shi Z, Mishra A, Wu R, Chen LM, Gore JC.","Nat Commun. 2019 Mar 29;10(1):1416. doi: 10.1038/s41467-019-09485-3.","Wu TL","Nat Commun","2019","2019/03/31","PMC6440970","","10.1038/s41467-019-09485-3"
"30873000","Brain Map of Intrinsic Functional Flexibility in Anesthetized Monkeys and Awake Humans","Yin D, Zhang Z, Wang Z, Zeljic K, Lv Q, Cai D, Wang Y, Wang Z.","Front Neurosci. 2019 Feb 28;13:174. doi: 10.3389/fnins.2019.00174. eCollection 2019.","Yin D","Front Neurosci","2019","2019/03/16","PMC6403192","","10.3389/fnins.2019.00174"
"30462609","Macro-connectomics and microstructure predict dynamic plasticity patterns in the non-human primate brain","Froudist-Walsh S, Browning PG, Young JJ, Murphy KL, Mars RB, Fleysher L, Croxson PL.","Elife. 2018 Nov 21;7:e34354. doi: 10.7554/eLife.34354.","Froudist-Walsh S","Elife","2018","2018/11/22","PMC6249000","","10.7554/eLife.34354"
"30419289","Intrinsic functional clustering of anterior cingulate cortex in the common marmoset","Schaeffer DJ, Gilbert KM, Ghahremani M, Gati JS, Menon RS, Everling S.","Neuroimage. 2019 Feb 1;186:301-307. doi: 10.1016/j.neuroimage.2018.11.005. Epub 2018 Nov 10.","Schaeffer DJ","Neuroimage","2019","2018/11/13","","","10.1016/j.neuroimage.2018.11.005"
"30315909","Model testing for distinctive functional connectivity gradients with resting-state fMRI data","O'Rawe JF, Ide JS, Leung HC.","Neuroimage. 2019 Jan 15;185:102-110. doi: 10.1016/j.neuroimage.2018.10.022. Epub 2018 Oct 10.","O'Rawe JF","Neuroimage","2019","2018/10/14","","","10.1016/j.neuroimage.2018.10.022"
"30205207","Resting-state white matter-cortical connectivity in non-human primate brain","Wu TL, Wang F, Li M, Schilling KG, Gao Y, Anderson AW, Chen LM, Ding Z, Gore JC.","Neuroimage. 2019 Jan 1;184:45-55. doi: 10.1016/j.neuroimage.2018.09.021. Epub 2018 Sep 8.","Wu TL","Neuroimage","2019","2018/09/12","PMC6250128","NIHMS1506840","10.1016/j.neuroimage.2018.09.021"
"30022250","White matter tract anatomy in the rhesus monkey: a fiber dissection study","Decramer T, Swinnen S, van Loon J, Janssen P, Theys T.","Brain Struct Funct. 2018 Nov;223(8):3681-3688. doi: 10.1007/s00429-018-1718-x. Epub 2018 Jul 18.","Decramer T","Brain Struct Funct","2018","2018/07/20","","","10.1007/s00429-018-1718-x"
"29852280","Concentric radiofrequency arrays to increase the statistical power of resting-state maps in monkeys","Gilbert KM, Schaeffer DJ, Zeman P, Diedrichsen J, Everling S, Martinez-Trujillo JC, Pruszynski JA, Menon RS.","Neuroimage. 2018 Sep;178:287-294. doi: 10.1016/j.neuroimage.2018.05.057. Epub 2018 May 28.","Gilbert KM","Neuroimage","2018","2018/06/01","","","10.1016/j.neuroimage.2018.05.057"
"29809133","Targeted cortical reorganization using optogenetics in non-human primates","Yazdan-Shahmorad A, Silversmith DB, Kharazia V, Sabes PN.","Elife. 2018 May 29;7:e31034. doi: 10.7554/eLife.31034.","Yazdan-Shahmorad A","Elife","2018","2018/05/30","PMC5986269","","10.7554/eLife.31034"
"29642002","Delineating the Macroscale Areal Organization of the Macaque Cortex In Vivo","Xu T, Falchier A, Sullivan EL, Linn G, Ramirez JSB, Ross D, Feczko E, Opitz A, Bagley J, Sturgeon D, Earl E, Miranda-Domínguez O, Perrone A, Craddock RC, Schroeder CE, Colcombe S, Fair DA, Milham MP.","Cell Rep. 2018 Apr 10;23(2):429-441. doi: 10.1016/j.celrep.2018.03.049.","Xu T","Cell Rep","2018","2018/04/12","PMC6157013","NIHMS961950","10.1016/j.celrep.2018.03.049"
"29367627","Diversity of meso-scale architecture in human and non-human connectomes","Betzel RF, Medaglia JD, Bassett DS.","Nat Commun. 2018 Jan 24;9(1):346. doi: 10.1038/s41467-017-02681-z.","Betzel RF","Nat Commun","2018","2018/01/26","PMC5783945","","10.1038/s41467-017-02681-z"
"29332256","Dopamine-dependent social information processing in non-human primates","Lee YA, Lionnet S, Kato A, Goto Y.","Psychopharmacology (Berl). 2018 Apr;235(4):1141-1149. doi: 10.1007/s00213-018-4831-x. Epub 2018 Jan 14.","Lee YA","Psychopharmacology (Berl)","2018","2018/01/15","PMC5869898","","10.1007/s00213-018-4831-x"
"29107523","A Large-Scale Semi-Chronic Microdrive Recording System for Non-Human Primates","Dotson NM, Hoffman SJ, Goodell B, Gray CM.","Neuron. 2017 Nov 15;96(4):769-782.e2. doi: 10.1016/j.neuron.2017.09.050. Epub 2017 Oct 26.","Dotson NM","Neuron","2017","2017/11/07","","","10.1016/j.neuron.2017.09.050"
"29097760","Task-Correlated Cortical Asymmetry and Intra- and Inter-Hemispheric Separation","Cohen Y, Wilson DA.","Sci Rep. 2017 Nov 6;7(1):14602. doi: 10.1038/s41598-017-15109-x.","Cohen Y","Sci Rep","2017","2017/11/04","PMC5668373","","10.1038/s41598-017-15109-x"
"29055725","Evaluation of prolonged administration of isoflurane on cerebral blood flow and default mode network in macaque monkeys anesthetized with different maintenance doses","Li CX, Zhang X.","Neurosci Lett. 2018 Jan 1;662:402-408. doi: 10.1016/j.neulet.2017.10.034. Epub 2017 Oct 18.","Li CX","Neurosci Lett","2018","2017/10/23","PMC5722273","NIHMS919129","10.1016/j.neulet.2017.10.034"
"28751636","Increased functional connectivity after stroke correlates with behavioral scores in non-human primate model","Hernandez-Castillo CR, Nashed JY, Fernandez-Ruiz J, Wang J, Gallivan J, Cook DJ.","Sci Rep. 2017 Jul 27;7(1):6701. doi: 10.1038/s41598-017-07175-y.","Hernandez-Castillo CR","Sci Rep","2017","2017/07/29","PMC5532205","","10.1038/s41598-017-07175-y"
"28659769","Propofol, Sevoflurane, and Ketamine Induce a Reversible Increase in Delta-Gamma and Theta-Gamma Phase-Amplitude Coupling in Frontal Cortex of Rat","Pal D, Silverstein BH, Sharba L, Li D, Hambrecht-Wiedbusch VS, Hudetz AG, Mashour GA.","Front Syst Neurosci. 2017 Jun 13;11:41. doi: 10.3389/fnsys.2017.00041. eCollection 2017.","Pal D","Front Syst Neurosci","2017","2017/06/30","PMC5468385","","10.3389/fnsys.2017.00041"
"28539914","Functional Connectivity Mapping in the Animal Model: Principles and Applications of Resting-State fMRI","Gorges M, Roselli F, Müller HP, Ludolph AC, Rasche V, Kassubek J.","Front Neurol. 2017 May 10;8:200. doi: 10.3389/fneur.2017.00200. eCollection 2017.","Gorges M","Front Neurol","2017","2017/05/26","PMC5423907","","10.3389/fneur.2017.00200"
"28466257","Cortical Representation of Pain and Touch: Evidence from Combined Functional Neuroimaging and Electrophysiology in Non-human Primates","Chen LM.","Neurosci Bull. 2018 Feb;34(1):165-177. doi: 10.1007/s12264-017-0133-2. Epub 2017 May 2.","Chen LM","Neurosci Bull","2018","2017/05/04","PMC5799120","","10.1007/s12264-017-0133-2"
"28457575","Objective analysis of the topological organization of the human cortical visual connectome suggests three visual pathways","Haak KV, Beckmann CF.","Cortex. 2018 Jan;98:73-83. doi: 10.1016/j.cortex.2017.03.020. Epub 2017 Apr 7.","Haak KV","Cortex","2018","2017/05/02","PMC5780302","","10.1016/j.cortex.2017.03.020"
"28161319","Biophysical and neural basis of resting state functional connectivity: Evidence from non-human primates","Chen LM, Yang PF, Wang F, Mishra A, Shi Z, Wu R, Wu TL, Wilson GH 3rd, Ding Z, Gore JC.","Magn Reson Imaging. 2017 Jun;39:71-81. doi: 10.1016/j.mri.2017.01.020. Epub 2017 Feb 2.","Chen LM","Magn Reson Imaging","2017","2017/02/06","PMC5410395","NIHMS852391","10.1016/j.mri.2017.01.020"
"28040671","Decisional impulsivity and the associative-limbic subthalamic nucleus in obsessive-compulsive disorder: stimulation and connectivity","Voon V, Droux F, Morris L, Chabardes S, Bougerol T, David O, Krack P, Polosan M.","Brain. 2017 Feb;140(2):442-456. doi: 10.1093/brain/aww309. Epub 2016 Dec 31.","Voon V","Brain","2017","2017/01/02","PMC5278307","","10.1093/brain/aww309"
"28032008","Effects of isoflurane anesthesia on resting-state fMRI signals and functional connectivity within primary somatosensory cortex of monkeys","Wu TL, Mishra A, Wang F, Yang PF, Gore JC, Chen LM.","Brain Behav. 2016 Oct 11;6(12):e00591. doi: 10.1002/brb3.591. eCollection 2016 Dec.","Wu TL","Brain Behav","2016","2016/12/30","PMC5167001","","10.1002/brb3.591"
"28030956","Effects of Long-Duration Administration of 1% Isoflurane on Resting Cerebral Blood Flow and Default Mode Network in Macaque Monkeys","Li CX, Zhang X.","Brain Connect. 2017 Mar;7(2):98-105. doi: 10.1089/brain.2016.0445. Epub 2017 Jan 24.","Li CX","Brain Connect","2017","2016/12/30","PMC5359674","","10.1089/brain.2016.0445"
"28027960","Investigating resting-state functional connectivity in the cervical spinal cord at 3T","Eippert F, Kong Y, Winkler AM, Andersson JL, Finsterbusch J, Büchel C, Brooks JCW, Tracey I.","Neuroimage. 2017 Feb 15;147:589-601. doi: 10.1016/j.neuroimage.2016.12.072. Epub 2016 Dec 24.","Eippert F","Neuroimage","2017","2016/12/29","PMC5315056","","10.1016/j.neuroimage.2016.12.072"
"27859903","Corticostriatal connectivity fingerprints: Probability maps based on resting-state functional connectivity","Jaspers E, Balsters JH, Kassraian Fard P, Mantini D, Wenderoth N.","Hum Brain Mapp. 2017 Mar;38(3):1478-1491. doi: 10.1002/hbm.23466. Epub 2016 Nov 12.","Jaspers E","Hum Brain Mapp","2017","2016/11/19","PMC6866797","","10.1002/hbm.23466"
"27596024","Resting state network topology of the ferret brain","Zhou ZC, Salzwedel AP, Radtke-Schuller S, Li Y, Sellers KK, Gilmore JH, Shih YY, Fröhlich F, Gao W.","Neuroimage. 2016 Dec;143:70-81. doi: 10.1016/j.neuroimage.2016.09.003. Epub 2016 Sep 2.","Zhou ZC","Neuroimage","2016","2016/09/07","PMC5124532","NIHMS817278","10.1016/j.neuroimage.2016.09.003"
"27451405","Effects of anesthesia on resting state BOLD signals in white matter of non-human primates","Wu TL, Wang F, Anderson AW, Chen LM, Ding Z, Gore JC.","Magn Reson Imaging. 2016 Nov;34(9):1235-1241. doi: 10.1016/j.mri.2016.07.001. Epub 2016 Jul 20.","Wu TL","Magn Reson Imaging","2016","2016/07/25","PMC5055423","NIHMS804667","10.1016/j.mri.2016.07.001"
"27296233","Realistic models of apparent dynamic changes in resting-state connectivity in somatosensory cortex","Shi Z, Rogers BP, Chen LM, Morgan VL, Mishra A, Wilkes DM, Gore JC.","Hum Brain Mapp. 2016 Nov;37(11):3897-3910. doi: 10.1002/hbm.23284.","Shi Z","Hum Brain Mapp","2016","2016/06/15","PMC5053861","NIHMS791612","10.1002/hbm.23284"
"27091582","Correlated inter-regional variations in low frequency local field potentials and resting state BOLD signals within S1 cortex of monkeys","Wilson GH 3rd, Yang PF, Gore JC, Chen LM.","Hum Brain Mapp. 2016 Aug;37(8):2755-66. doi: 10.1002/hbm.23207. Epub 2016 Apr 19.","Wilson GH 3rd","Hum Brain Mapp","2016","2016/04/20","PMC4945372","NIHMS773165","10.1002/hbm.23207"
"27038008","Asymmetry in functional connectivity of the human habenula revealed by high-resolution cardiac-gated resting state imaging","Hétu S, Luo Y, Saez I, D'Ardenne K, Lohrenz T, Montague PR.","Hum Brain Mapp. 2016 Jul;37(7):2602-15. doi: 10.1002/hbm.23194. Epub 2016 Apr 1.","Hétu S","Hum Brain Mapp","2016","2016/04/03","PMC4905773","NIHMS770799","10.1002/hbm.23194"
"26975603","Characterization of long-range functional connectivity in epileptic networks by neuronal spike-triggered local field potentials","Lopour BA, Staba RJ, Stern JM, Fried I, Ringach DL.","J Neural Eng. 2016 Apr;13(2):026031. doi: 10.1088/1741-2560/13/2/026031. Epub 2016 Mar 15.","Lopour BA","J Neural Eng","2016","2016/03/16","PMC5541957","NIHMS868571","10.1088/1741-2560/13/2/026031"
"26908365","Connectivity between the central nucleus of the amygdala and the bed nucleus of the stria terminalis in the non-human primate: neuronal tract tracing and developmental neuroimaging studies","Oler JA, Tromp DP, Fox AS, Kovner R, Davidson RJ, Alexander AL, McFarlin DR, Birn RM, E Berg B, deCampo DM, Kalin NH, Fudge JL.","Brain Struct Funct. 2017 Jan;222(1):21-39. doi: 10.1007/s00429-016-1198-9. Epub 2016 Feb 23.","Oler JA","Brain Struct Funct","2017","2016/02/25","PMC4995160","NIHMS762902","10.1007/s00429-016-1198-9"
"26774609","Intrinsic connectivity of neural networks in the awake rabbit","Schroeder MP, Weiss C, Procissi D, Disterhoft JF, Wang L.","Neuroimage. 2016 Apr 1;129:260-267. doi: 10.1016/j.neuroimage.2016.01.010. Epub 2016 Jan 13.","Schroeder MP","Neuroimage","2016","2016/01/18","PMC4803608","NIHMS751513","10.1016/j.neuroimage.2016.01.010"
"26736200","Causal network in a deafferented non-human primate brain","Balasubramanian K, Takahashi K, Hatsopoulos NG.","Annu Int Conf IEEE Eng Med Biol Soc. 2015;2015:59-62. doi: 10.1109/EMBC.2015.7318300.","Balasubramanian K","Annu Int Conf IEEE Eng Med Biol Soc","2015","2016/01/07","PMC4851336","NIHMS778680","10.1109/EMBC.2015.7318300"
"26706280","Longitudinal evaluation of functional connectivity variation in the monkey sensorimotor network induced by spinal cord injury","Rao JS, Liu Z, Zhao C, Wei RH, Zhao W, Yang ZY, Li XG.","Acta Physiol (Oxf). 2016 Jun;217(2):164-73. doi: 10.1111/apha.12645. Epub 2016 Jan 13.","Rao JS","Acta Physiol (Oxf)","2016","2015/12/27","","","10.1111/apha.12645"
"25988226","Whole brain mapping of visual and tactile convergence in the macaque monkey","Guipponi O, Cléry J, Odouard S, Wardak C, Ben Hamed S.","Neuroimage. 2015 Aug 15;117:93-102. doi: 10.1016/j.neuroimage.2015.05.022. Epub 2015 May 16.","Guipponi O","Neuroimage","2015","2015/05/20","","","10.1016/j.neuroimage.2015.05.022"
"25970649","Functional subdivisions of medial parieto-occipital cortex in humans and nonhuman primates using resting-state fMRI","Hutchison RM, Culham JC, Flanagan JR, Everling S, Gallivan JP.","Neuroimage. 2015 Aug 1;116:10-29. doi: 10.1016/j.neuroimage.2015.04.068. Epub 2015 May 10.","Hutchison RM","Neuroimage","2015","2015/05/14","","","10.1016/j.neuroimage.2015.04.068"
"25815252","Role of perinatal long-chain omega-3 fatty acids in cortical circuit maturation: Mechanisms and implications for psychopathology","McNamara RK, Vannest JJ, Valentine CJ.","World J Psychiatry. 2015 Mar 22;5(1):15-34. doi: 10.5498/wjp.v5.i1.15.","McNamara RK","World J Psychiatry","2015","2015/03/28","PMC4369545","","10.5498/wjp.v5.i1.15"
"25604039","Dynamic cortical lateralization during olfactory discrimination learning","Cohen Y, Putrino D, Wilson DA.","J Physiol. 2015 Apr 1;593(7):1701-14. doi: 10.1113/jphysiol.2014.288381. Epub 2015 Feb 16.","Cohen Y","J Physiol","2015","2015/01/22","PMC4386967","","10.1113/jphysiol.2014.288381"
"25569763","Ventromedial prefrontal cortex damage alters resting blood flow to the bed nucleus of stria terminalis","Motzkin JC, Philippi CL, Oler JA, Kalin NH, Baskaya MK, Koenigs M.","Cortex. 2015 Mar;64:281-8. doi: 10.1016/j.cortex.2014.11.013. Epub 2014 Dec 13.","Motzkin JC","Cortex","2015","2015/01/09","PMC4346536","NIHMS649346","10.1016/j.cortex.2014.11.013"
"25386919","Connectotyping: model based fingerprinting of the functional connectome","Miranda-Dominguez O, Mills BD, Carpenter SD, Grant KA, Kroenke CD, Nigg JT, Fair DA.","PLoS One. 2014 Nov 11;9(11):e111048. doi: 10.1371/journal.pone.0111048. eCollection 2014.","Miranda-Dominguez O","PLoS One","2014","2014/11/12","PMC4227655","","10.1371/journal.pone.0111048"
"24531049","Resting-state fMRI reveals functional connectivity between face-selective perirhinal cortex and the fusiform face area related to face inversion","O'Neil EB, Hutchison RM, McLean DA, Köhler S.","Neuroimage. 2014 May 15;92:349-55. doi: 10.1016/j.neuroimage.2014.02.005. Epub 2014 Feb 12.","O'Neil EB","Neuroimage","2014","2014/02/18","","","10.1016/j.neuroimage.2014.02.005"
"24530271","Parkinson׳s disease-related modulation of functional connectivity associated with the striatum in the resting state in a nonhuman primate model","Li J, Luo C, Chen Y, Chen Q, Huang R, Sun J, Gong Q, Wu X, Qi Z, Liang Z, Li L, Li H, Li P, Wang W, Shang HF.","Brain Res. 2014 Mar 25;1555:10-9. doi: 10.1016/j.brainres.2014.01.054. Epub 2014 Feb 13.","Li J","Brain Res","2014","2014/02/18","","","10.1016/j.brainres.2014.01.054"
"24444996","BNST neurocircuitry in humans","Avery SN, Clauss JA, Winder DG, Woodward N, Heckers S, Blackford JU.","Neuroimage. 2014 May 1;91:311-23. doi: 10.1016/j.neuroimage.2014.01.017. Epub 2014 Jan 18.","Avery SN","Neuroimage","2014","2014/01/22","PMC4214684","NIHMS559696","10.1016/j.neuroimage.2014.01.017"
"24027207","Intrainsular functional connectivity in human","Almashaikhi T, Rheims S, Ostrowsky-Coste K, Montavont A, Jung J, De Bellescize J, Arzimanoglou A, Keo Kosal P, Guénot M, Bertrand O, Ryvlin P.","Hum Brain Mapp. 2014 Jun;35(6):2779-88. doi: 10.1002/hbm.22366. Epub 2013 Sep 12.","Almashaikhi T","Hum Brain Mapp","2014","2013/09/13","PMC6869822","","10.1002/hbm.22366"
"23929124","On parsing the neural code in the prefrontal cortex of primates using principal dynamic modes","Marmarelis VZ, Shin DC, Song D, Hampson RE, Deadwyler SA, Berger TW.","J Comput Neurosci. 2014 Jun;36(3):321-37. doi: 10.1007/s10827-013-0475-3. Epub 2013 Aug 9.","Marmarelis VZ","J Comput Neurosci","2014","2013/08/10","PMC3918491","NIHMS514266","10.1007/s10827-013-0475-3"
"23536600","Brain reorganization, not relative brain size, primarily characterizes anthropoid brain evolution","Smaers JB, Soligo C.","Proc Biol Sci. 2013 Mar 27;280(1759):20130269. doi: 10.1098/rspb.2013.0269. Print 2013 May 22.","Smaers JB","Proc Biol Sci","2013","2013/03/29","PMC3619515","","10.1098/rspb.2013.0269"
"23143344","Differentiated parietal connectivity of frontal regions for ""what"" and ""where"" memory","Rottschy C, Caspers S, Roski C, Reetz K, Dogan I, Schulz JB, Zilles K, Laird AR, Fox PT, Eickhoff SB.","Brain Struct Funct. 2013 Nov;218(6):1551-67. doi: 10.1007/s00429-012-0476-4. Epub 2012 Nov 10.","Rottschy C","Brain Struct Funct","2013","2012/11/13","PMC3825581","","10.1007/s00429-012-0476-4"
"22855672","Monkey in the middle: why non-human primates are needed to bridge the gap in resting-state investigations","Hutchison RM, Everling S.","Front Neuroanat. 2012 Jul 26;6:29. doi: 10.3389/fnana.2012.00029. eCollection 2012.","Hutchison RM","Front Neuroanat","2012","2012/08/03","PMC3405297","","10.3389/fnana.2012.00029"
"22846658","Tractography-based parcellation of the human left inferior parietal lobule","Wang J, Fan L, Zhang Y, Liu Y, Jiang D, Zhang Y, Yu C, Jiang T.","Neuroimage. 2012 Nov 1;63(2):641-52. doi: 10.1016/j.neuroimage.2012.07.045. Epub 2012 Jul 27.","Wang J","Neuroimage","2012","2012/08/01","","","10.1016/j.neuroimage.2012.07.045"
