PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33338616","DIKA-Nets: Domain-invariant knowledge-guided attention networks for brain skull stripping of early developing macaques","Zhong T, Zhao F, Pei Y, Ning Z, Liao L, Wu Z, Niu Y, Wang L, Shen D, Zhang Y, Li G.","Neuroimage. 2021 Feb 15;227:117649. doi: 10.1016/j.neuroimage.2020.117649. Epub 2020 Dec 15.","Zhong T","Neuroimage","2021","2020/12/18","","","10.1016/j.neuroimage.2020.117649"
"33347455","Differential effects of propofol and ketamine on critical brain dynamics","Varley TF, Sporns O, Puce A, Beggs J.","PLoS Comput Biol. 2020 Dec 21;16(12):e1008418. doi: 10.1371/journal.pcbi.1008418. eCollection 2020 Dec.","Varley TF","PLoS Comput Biol","2020","2020/12/21","PMC7785236","","10.1371/journal.pcbi.1008418"
"33307380","Socially relative reward valuation in the primate brain","Isoda M.","Curr Opin Neurobiol. 2021 Jun;68:15-22. doi: 10.1016/j.conb.2020.11.008. Epub 2020 Dec 8.","Isoda M","Curr Opin Neurobiol","2021","2020/12/11","","","10.1016/j.conb.2020.11.008"
"33137475","The macaque brain ONPRC18 template with combined gray and white matter labelmap for multimodal neuroimaging studies of Nonhuman Primates","Weiss AR, Liu Z, Wang X, Liguore WA, Kroenke CD, McBride JL.","Neuroimage. 2021 Jan 15;225:117517. doi: 10.1016/j.neuroimage.2020.117517. Epub 2020 Nov 1.","Weiss AR","Neuroimage","2021","2020/11/02","PMC7833476","NIHMS1659147","10.1016/j.neuroimage.2020.117517"
"33130051","Protective cranial implant caps for macaques","Perry BAL, Mason S, Nacef J, Waddle A, Hynes B, Bergmann C, Schmid MC, Petkov CI, Thiele A, Mitchell AS.","J Neurosci Methods. 2021 Jan 15;348:108992. doi: 10.1016/j.jneumeth.2020.108992. Epub 2020 Oct 29.","Perry BAL","J Neurosci Methods","2021","2020/11/01","PMC7840592","","10.1016/j.jneumeth.2020.108992"
"33108588","Fine-Grained Topography and Modularity of the Macaque Frontal Pole Cortex Revealed by Anatomical Connectivity Profiles","He B, Cao L, Xia X, Zhang B, Zhang D, You B, Fan L, Jiang T.","Neurosci Bull. 2020 Dec;36(12):1454-1473. doi: 10.1007/s12264-020-00589-1. Epub 2020 Oct 27.","He B","Neurosci Bull","2020","2020/10/27","PMC7719154","","10.1007/s12264-020-00589-1"
"32936342","Reproducing macaque lateral grasping and oculomotor networks using resting state functional connectivity and diffusion tractography","Howells H, Simone L, Borra E, Fornia L, Cerri G, Luppino G.","Brain Struct Funct. 2020 Nov;225(8):2533-2551. doi: 10.1007/s00429-020-02142-2. Epub 2020 Sep 16.","Howells H","Brain Struct Funct","2020","2020/09/16","PMC7544728","","10.1007/s00429-020-02142-2"
"32848562","Statistical Learning Signals for Complex Visual Images in Macaque Early Visual Cortex","Vergnieux V, Vogels R.","Front Neurosci. 2020 Jul 31;14:789. doi: 10.3389/fnins.2020.00789. eCollection 2020.","Vergnieux V","Front Neurosci","2020","2020/08/28","PMC7411161","","10.3389/fnins.2020.00789"
"32817199","Area 8A within the Posterior Middle Frontal Gyrus Underlies Cognitive Selection between Competing Visual Targets","Germann J, Petrides M.","eNeuro. 2020 Sep 8;7(5):ENEURO.0102-20.2020. doi: 10.1523/ENEURO.0102-20.2020. Print 2020 Sep/Oct.","Germann J","eNeuro","2020","2020/08/21","PMC7540933","","10.1523/ENEURO.0102-20.2020"
"32439858","Long-term alterations in brain and behavior after postnatal Zika virus infection in infant macaques","Raper J, Kovacs-Balint Z, Mavigner M, Gumber S, Burke MW, Habib J, Mattingly C, Fair D, Earl E, Feczko E, Styner M, Jean SM, Cohen JK, Suthar MS, Sanchez MM, Alvarado MC, Chahroudi A.","Nat Commun. 2020 May 21;11(1):2534. doi: 10.1038/s41467-020-16320-7.","Raper J","Nat Commun","2020","2020/05/23","PMC7242369","","10.1038/s41467-020-16320-7"
"32227117","Stereomotion Processing in the Nonhuman Primate Brain","Héjja-Brichard Y, Rima S, Rapha E, Durand JB, Cottereau BR.","Cereb Cortex. 2020 Jun 30;30(8):4528-4543. doi: 10.1093/cercor/bhaa055.","Héjja-Brichard Y","Cereb Cortex","2020","2020/04/01","","","10.1093/cercor/bhaa055"
"32202497","Cross-species cortical alignment identifies different types of anatomical reorganization in the primate temporal lobe","Eichert N, Robinson EC, Bryant KL, Jbabdi S, Jenkinson M, Li L, Krug K, Watkins KE, Mars RB.","Elife. 2020 Mar 23;9:e53232. doi: 10.7554/eLife.53232.","Eichert N","Elife","2020","2020/03/24","PMC7180052","","10.7554/eLife.53232"
"32081631","A 16-channel loop array for in vivo macaque whole-brain imaging at 3 T","Quan Z, Gao Y, Qu S, Wang X, Friedman RM, Chernov MM, Kroenke CD, Roe AW, Zhang X.","Magn Reson Imaging. 2020 May;68:167-172. doi: 10.1016/j.mri.2020.02.008. Epub 2020 Feb 17.","Quan Z","Magn Reson Imaging","2020","2020/02/22","PMC7784245","NIHMS1655088","10.1016/j.mri.2020.02.008"
"31871175","Cerebral cortical folding, parcellation, and connectivity in humans, nonhuman primates, and mice","Van Essen DC, Donahue CJ, Coalson TS, Kennedy H, Hayashi T, Glasser MF.","Proc Natl Acad Sci U S A. 2019 Dec 23;116(52):26173-80. doi: 10.1073/pnas.1902299116. Online ahead of print.","Van Essen DC","Proc Natl Acad Sci U S A","2019","2019/12/25","PMC6936571","","10.1073/pnas.1902299116"
"31830589","Dynamic causal modelling of phase-amplitude interactions","Fagerholm ED, Moran RJ, Violante IR, Leech R, Friston KJ.","Neuroimage. 2020 Mar;208:116452. doi: 10.1016/j.neuroimage.2019.116452. Epub 2019 Dec 9.","Fagerholm ED","Neuroimage","2020","2019/12/13","","","10.1016/j.neuroimage.2019.116452"
"31743789","Pypreclin: An automatic pipeline for macaque functional MRI preprocessing","Tasserie J, Grigis A, Uhrig L, Dupont M, Amadon A, Jarraya B.","Neuroimage. 2020 Feb 15;207:116353. doi: 10.1016/j.neuroimage.2019.116353. Epub 2019 Nov 16.","Tasserie J","Neuroimage","2020","2019/11/20","","","10.1016/j.neuroimage.2019.116353"
"31590733","From ideas to action: The prefrontal-premotor connections that shape motor behavior","Grafton ST, Volz LJ.","Handb Clin Neurol. 2019;163:237-255. doi: 10.1016/B978-0-12-804281-6.00013-6.","Grafton ST","Handb Clin Neurol","2019","2019/10/09","","","10.1016/B978-0-12-804281-6.00013-6"
"31537787","Inferring neural signalling directionality from undirected structural connectomes","Seguin C, Razi A, Zalesky A.","Nat Commun. 2019 Sep 19;10(1):4289. doi: 10.1038/s41467-019-12201-w.","Seguin C","Nat Commun","2019","2019/09/21","PMC6753104","","10.1038/s41467-019-12201-w"
"31494249","A population stereotaxic positron emission tomography brain template for the macaque and its application to ischemic model","Nie B, Wang L, Hu Y, Liang S, Tan Z, Chai P, Tang Y, Shang J, Pan Z, Zhao X, Zhang X, Gong J, Zheng C, Xu H, Wey HY, Liang SH, Shan B.","Neuroimage. 2019 Dec;203:116163. doi: 10.1016/j.neuroimage.2019.116163. Epub 2019 Sep 5.","Nie B","Neuroimage","2019","2019/09/09","","","10.1016/j.neuroimage.2019.116163"
"31434923","atlasBREX: Automated template-derived brain extraction in animal MRI","Lohmeier J, Kaneko T, Hamm B, Makowski MR, Okano H.","Sci Rep. 2019 Aug 21;9(1):12219. doi: 10.1038/s41598-019-48489-3.","Lohmeier J","Sci Rep","2019","2019/08/23","PMC6704255","","10.1038/s41598-019-48489-3"
"31407811","Between persistently active and activity-silent frameworks: novel vistas on the cellular basis of working memory","Kamiński J, Rutishauser U.","Ann N Y Acad Sci. 2020 Mar;1464(1):64-75. doi: 10.1111/nyas.14213. Epub 2019 Aug 13.","Kamiński J","Ann N Y Acad Sci","2020","2019/08/14","PMC7015771","NIHMS1043223","10.1111/nyas.14213"
"31379528","PET Measures of D1, D2, and DAT Binding Are Associated With Heightened Tactile Responsivity in Rhesus Macaques: Implications for Sensory Processing Disorder","Schneider ML, Moore CF, Ahlers EO, Barnhart TE, Christian BT, DeJesus OT, Engle JW, Holden JE, Larson JA, Moirano JM, Murali D, Nickles RJ, Resch LM, Converse AK.","Front Integr Neurosci. 2019 Jul 17;13:29. doi: 10.3389/fnint.2019.00029. eCollection 2019.","Schneider ML","Front Integr Neurosci","2019","2019/08/06","PMC6652150","","10.3389/fnint.2019.00029"
"31354917","CHARTING DEVELOPMENT-BASED JOINT PARCELLATION MAPS OF HUMAN AND MACAQUE BRAINS DURING INFANCY","Xia J, Wang F, Wu Z, Wang L, Wang Y, Zhang C, Lin W, Shen D, Li G.","Proc IEEE Int Symp Biomed Imaging. 2019 Apr;2019:422-425. doi: 10.1109/ISBI.2019.8759379. Epub 2019 Jul 11.","Xia J","Proc IEEE Int Symp Biomed Imaging","2019","2019/07/30","PMC6659717","NIHMS1011054","10.1109/ISBI.2019.8759379"
"31354418","Fine-Grained Parcellation of the Macaque Nucleus Accumbens by High-Resolution Diffusion Tensor Tractography","Xia X, Fan L, Hou B, Zhang B, Zhang D, Cheng C, Deng H, Dong Y, Zhao X, Li H, Jiang T.","Front Neurosci. 2019 Jul 10;13:709. doi: 10.3389/fnins.2019.00709. eCollection 2019.","Xia X","Front Neurosci","2019","2019/07/30","PMC6635473","","10.3389/fnins.2019.00709"
"31258468","Interspecies Differences in the Connectivity of Ventral Striatal Components Between Humans and Macaques","Xia X, Fan L, Cheng C, Yao R, Deng H, Zhao D, Li H, Jiang T.","Front Neurosci. 2019 Jun 14;13:623. doi: 10.3389/fnins.2019.00623. eCollection 2019.","Xia X","Front Neurosci","2019","2019/07/02","PMC6587664","","10.3389/fnins.2019.00623"
"31123101","Mnemonic Introspection in Macaques Is Dependent on Superior Dorsolateral Prefrontal Cortex But Not Orbitofrontal Cortex","Kwok SC, Cai Y, Buckley MJ.","J Neurosci. 2019 Jul 24;39(30):5922-5934. doi: 10.1523/JNEUROSCI.0330-19.2019. Epub 2019 May 23.","Kwok SC","J Neurosci","2019","2019/05/25","PMC6650985","","10.1523/JNEUROSCI.0330-19.2019"
"30816142","Reward cues readily direct monkeys' auditory performance resulting in broad auditory cortex modulation and interaction with sites along cholinergic and dopaminergic pathways","Wikman P, Rinne T, Petkov CI.","Sci Rep. 2019 Feb 28;9(1):3055. doi: 10.1038/s41598-019-38833-y.","Wikman P","Sci Rep","2019","2019/03/01","PMC6395775","","10.1038/s41598-019-38833-y"
"30747105","Offline impact of transcranial focused ultrasound on cortical activation in primates","Verhagen L, Gallea C, Folloni D, Constans C, Jensen DE, Ahnine H, Roumazeilles L, Santin M, Ahmed B, Lehericy S, Klein-Flügge MC, Krug K, Mars RB, Rushworth MF, Pouget P, Aubry JF, Sallet J.","Elife. 2019 Feb 12;8:e40541. doi: 10.7554/eLife.40541.","Verhagen L","Elife","2019","2019/02/13","PMC6372282","","10.7554/eLife.40541"
"30661736","Large-scale comparative neuroimaging: Where are we and what do we need?","Thiebaut de Schotten M, Croxson PL, Mars RB.","Cortex. 2019 Sep;118:188-202. doi: 10.1016/j.cortex.2018.11.028. Epub 2018 Dec 8.","Thiebaut de Schotten M","Cortex","2019","2019/01/22","PMC6699599","","10.1016/j.cortex.2018.11.028"
"30405362","Colocalization of Tectal Inputs With Amygdala-Projecting Neurons in the Macaque Pulvinar","Elorette C, Forcelli PA, Saunders RC, Malkova L.","Front Neural Circuits. 2018 Oct 24;12:91. doi: 10.3389/fncir.2018.00091. eCollection 2018.","Elorette C","Front Neural Circuits","2018","2018/11/09","PMC6207581","","10.3389/fncir.2018.00091"
"30295946","Intranasal oxytocin in rhesus monkeys alters brain networks that detect social salience and reward","Parr LA, Mitchell T, Hecht E.","Am J Primatol. 2018 Oct;80(10):e22915. doi: 10.1002/ajp.22915. Epub 2018 Sep 17.","Parr LA","Am J Primatol","2018","2018/10/09","PMC6381825","NIHMS1000439","10.1002/ajp.22915"
"30281424","Deep Learning Models Unveiled Functional Difference Between Cortical Gyri and Sulci","Zhang S, Liu H, Huang H, Zhao Y, Jiang X, Bowers B, Guo L, Hu X, Sanchez M, Liu T.","IEEE Trans Biomed Eng. 2019 May;66(5):1297-1308. doi: 10.1109/TBME.2018.2872726. Epub 2018 Sep 28.","Zhang S","IEEE Trans Biomed Eng","2019","2018/10/04","PMC6500590","NIHMS1527850","10.1109/TBME.2018.2872726"
"29720690","Preparatory activity for purposeful arm movements in the dorsomedial parietal area V6A: Beyond the online guidance of movement","Santandrea E, Breveglieri R, Bosco A, Galletti C, Fattori P.","Sci Rep. 2018 May 2;8(1):6926. doi: 10.1038/s41598-018-25117-0.","Santandrea E","Sci Rep","2018","2018/05/04","PMC5931970","","10.1038/s41598-018-25117-0"
"29370245","Metamaterial-based transmit and receive system for whole-body magnetic resonance imaging at ultra-high magnetic fields","Herrmann T, Liebig T, Mallow J, Bruns C, Stadler J, Mylius J, Brosch M, Svedja JT, Chen Z, Rennings A, Scheich H, Plaumann M, Hauser MJB, Bernarding J, Erni D.","PLoS One. 2018 Jan 25;13(1):e0191719. doi: 10.1371/journal.pone.0191719. eCollection 2018.","Herrmann T","PLoS One","2018","2018/01/26","PMC5784978","","10.1371/journal.pone.0191719"
"29276055","Morphometric Similarity Networks Detect Microscale Cortical Organization and Predict Inter-Individual Cognitive Variation","Seidlitz J, Váša F, Shinn M, Romero-Garcia R, Whitaker KJ, Vértes PE, Wagstyl K, Kirkpatrick Reardon P, Clasen L, Liu S, Messinger A, Leopold DA, Fonagy P, Dolan RJ, Jones PB, Goodyer IM; NSPN Consortium, Raznahan A, Bullmore ET.","Neuron. 2018 Jan 3;97(1):231-247.e7. doi: 10.1016/j.neuron.2017.11.039. Epub 2017 Dec 21.","Seidlitz J","Neuron","2018","2017/12/26","PMC5763517","NIHMS930803","10.1016/j.neuron.2017.11.039"
"29260370","Sensory properties of the caudal aspect of the macaque's superior parietal lobule","Gamberini M, Dal Bò G, Breveglieri R, Briganti S, Passarelli L, Fattori P, Galletti C.","Brain Struct Funct. 2018 May;223(4):1863-1879. doi: 10.1007/s00429-017-1593-x. Epub 2017 Dec 19.","Gamberini M","Brain Struct Funct","2018","2017/12/21","","","10.1007/s00429-017-1593-x"
"29055725","Evaluation of prolonged administration of isoflurane on cerebral blood flow and default mode network in macaque monkeys anesthetized with different maintenance doses","Li CX, Zhang X.","Neurosci Lett. 2018 Jan 1;662:402-408. doi: 10.1016/j.neulet.2017.10.034. Epub 2017 Oct 18.","Li CX","Neurosci Lett","2018","2017/10/23","PMC5722273","NIHMS919129","10.1016/j.neulet.2017.10.034"
"29045561","Structural Variability Across the Primate Brain: A Cross-Species Comparison","Croxson PL, Forkel SJ, Cerliani L, Thiebaut de Schotten M.","Cereb Cortex. 2018 Nov 1;28(11):3829-3841. doi: 10.1093/cercor/bhx244.","Croxson PL","Cereb Cortex","2018","2017/10/19","PMC6887925","","10.1093/cercor/bhx244"
"28968837","Denser Growing Fiber Connections Induce 3-hinge Gyral Folding","Ge F, Li X, Razavi MJ, Chen H, Zhang T, Zhang S, Guo L, Hu X, Wang X, Liu T.","Cereb Cortex. 2018 Mar 1;28(3):1064-1075. doi: 10.1093/cercor/bhx227.","Ge F","Cereb Cortex","2018","2017/10/03","PMC6490299","","10.1093/cercor/bhx227"
"28674177","Retinotopic Organization of Scene Areas in Macaque Inferior Temporal Cortex","Arcaro MJ, Livingstone MS.","J Neurosci. 2017 Aug 2;37(31):7373-7389. doi: 10.1523/JNEUROSCI.0569-17.2017. Epub 2017 Jul 3.","Arcaro MJ","J Neurosci","2017","2017/07/05","PMC5546109","","10.1523/JNEUROSCI.0569-17.2017"
"28461058","A population MRI brain template and analysis tools for the macaque","Seidlitz J, Sponheim C, Glen D, Ye FQ, Saleem KS, Leopold DA, Ungerleider L, Messinger A.","Neuroimage. 2018 Apr 15;170:121-131. doi: 10.1016/j.neuroimage.2017.04.063. Epub 2017 Apr 28.","Seidlitz J","Neuroimage","2018","2017/05/03","PMC5660669","NIHMS880011","10.1016/j.neuroimage.2017.04.063"
"28424398","[Brodmann Areas 27, 28, 36 and 37: The Parahippocampal and the Fusiform Gyri]","Eifuku S.","Brain Nerve. 2017 Apr;69(4):439-451. doi: 10.11477/mf.1416200762.","Eifuku S","Brain Nerve","2017","2017/04/21","","","10.11477/mf.1416200762"
"28369850","An MRI study of the corpus callosum in monkeys: Developmental trajectories and effects of neonatal hippocampal and amygdala lesions","Payne C, Cirilli L, Bachevalier J.","Dev Psychobiol. 2017 May;59(4):495-506. doi: 10.1002/dev.21514. Epub 2017 Apr 3.","Payne C","Dev Psychobiol","2017","2017/04/04","PMC5421320","NIHMS857559","10.1002/dev.21514"
"28210206","The UNC-Wisconsin Rhesus Macaque Neurodevelopment Database: A Structural MRI and DTI Database of Early Postnatal Development","Young JT, Shi Y, Niethammer M, Grauer M, Coe CL, Lubach GR, Davis B, Budin F, Knickmeyer RC, Alexander AL, Styner MA.","Front Neurosci. 2017 Feb 2;11:29. doi: 10.3389/fnins.2017.00029. eCollection 2017.","Young JT","Front Neurosci","2017","2017/02/18","PMC5288388","","10.3389/fnins.2017.00029"
"28141820","The missing link: Predicting connectomes from noisy and partially observed tract tracing data","Hinne M, Meijers A, Bakker R, Tiesinga PH, Mørup M, van Gerven MA.","PLoS Comput Biol. 2017 Jan 31;13(1):e1005374. doi: 10.1371/journal.pcbi.1005374. eCollection 2017 Jan.","Hinne M","PLoS Comput Biol","2017","2017/02/01","PMC5308841","","10.1371/journal.pcbi.1005374"
"28126752","Cerebral Temperature Dysregulation: MR Thermographic Monitoring in a Nonhuman Primate Study of Acute Ischemic Stroke","Dehkharghani S, Fleischer CC, Qiu D, Yepes M, Tong F.","AJNR Am J Neuroradiol. 2017 Apr;38(4):712-720. doi: 10.3174/ajnr.A5059. Epub 2017 Jan 26.","Dehkharghani S","AJNR Am J Neuroradiol","2017","2017/01/28","PMC5389900","NIHMS831525","10.3174/ajnr.A5059"
"28119564","UNC-Emory Infant Atlases for Macaque Brain Image Analysis: Postnatal Brain Development through 12 Months","Shi Y, Budin F, Yapuncich E, Rumple A, Young JT, Payne C, Zhang X, Hu X, Godfrey J, Howell B, Sanchez MM, Styner MA.","Front Neurosci. 2017 Jan 10;10:617. doi: 10.3389/fnins.2016.00617. eCollection 2016.","Shi Y","Front Neurosci","2017","2017/01/26","PMC5222830","","10.3389/fnins.2016.00617"
"28056343","Perceptual Decision Making in Rodents, Monkeys, and Humans","Hanks TD, Summerfield C.","Neuron. 2017 Jan 4;93(1):15-31. doi: 10.1016/j.neuron.2016.12.003.","Hanks TD","Neuron","2017","2017/01/06","","","10.1016/j.neuron.2016.12.003"
"28030956","Effects of Long-Duration Administration of 1% Isoflurane on Resting Cerebral Blood Flow and Default Mode Network in Macaque Monkeys","Li CX, Zhang X.","Brain Connect. 2017 Mar;7(2):98-105. doi: 10.1089/brain.2016.0445. Epub 2017 Jan 24.","Li CX","Brain Connect","2017","2016/12/30","PMC5359674","","10.1089/brain.2016.0445"
"28003408","Intrinsic functional architecture of the macaque dorsal and ventral lateral frontal cortex","Goulas A, Stiers P, Hutchison RM, Everling S, Petrides M, Margulies DS.","J Neurophysiol. 2017 Mar 1;117(3):1084-1099. doi: 10.1152/jn.00486.2016. Epub 2016 Dec 21.","Goulas A","J Neurophysiol","2017","2016/12/23","PMC5340881","","10.1152/jn.00486.2016"
"27923731","Social modulation of cognition: Lessons from rhesus macaques relevant to education","Monfardini E, Reynaud AJ, Prado J, Meunier M.","Neurosci Biobehav Rev. 2017 Nov;82:45-57. doi: 10.1016/j.neubiorev.2016.12.002. Epub 2016 Dec 5.","Monfardini E","Neurosci Biobehav Rev","2017","2016/12/08","","","10.1016/j.neubiorev.2016.12.002"
"27909007","Statistical Learning Signals in Macaque Inferior Temporal Cortex","Kaposvari P, Kumar S, Vogels R.","Cereb Cortex. 2018 Jan 1;28(1):250-266. doi: 10.1093/cercor/bhw374.","Kaposvari P","Cereb Cortex","2018","2016/12/03","","","10.1093/cercor/bhw374"
"27655008","Small-World Brain Networks Revisited","Bassett DS, Bullmore ET.","Neuroscientist. 2017 Oct;23(5):499-516. doi: 10.1177/1073858416667720. Epub 2016 Sep 21.","Bassett DS","Neuroscientist","2017","2016/09/23","PMC5603984","","10.1177/1073858416667720"
"27488638","Feature-Selective Attentional Modulations in Human Frontoparietal Cortex","Ester EF, Sutterer DW, Serences JT, Awh E.","J Neurosci. 2016 Aug 3;36(31):8188-99. doi: 10.1523/JNEUROSCI.3935-15.2016.","Ester EF","J Neurosci","2016","2016/08/05","PMC4971365","","10.1523/JNEUROSCI.3935-15.2016"
"27145914","Maps of the Auditory Cortex","Brewer AA, Barton B.","Annu Rev Neurosci. 2016 Jul 8;39:385-407. doi: 10.1146/annurev-neuro-070815-014045. Epub 2016 Apr 25.","Brewer AA","Annu Rev Neurosci","2016","2016/05/06","PMC6436392","NIHMS1014154","10.1146/annurev-neuro-070815-014045"
"26674858","Heading Tuning in Macaque Area V6","Fan RH, Liu S, DeAngelis GC, Angelaki DE.","J Neurosci. 2015 Dec 16;35(50):16303-14. doi: 10.1523/JNEUROSCI.2903-15.2015.","Fan RH","J Neurosci","2015","2015/12/18","PMC4679817","","10.1523/JNEUROSCI.2903-15.2015"
"26653139","Capturing the temporal evolution of choice across prefrontal cortex","Hunt LT, Behrens TE, Hosokawa T, Wallis JD, Kennerley SW.","Elife. 2015 Dec 11;4:e11945. doi: 10.7554/eLife.11945.","Hunt LT","Elife","2015","2015/12/15","PMC4718814","","10.7554/eLife.11945"
