PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33221453","Multimodal 3D atlas of the macaque monkey motor and premotor cortex","Rapan L, Froudist-Walsh S, Niu M, Xu T, Funck T, Zilles K, Palomero-Gallagher N.","Neuroimage. 2021 Feb 1;226:117574. doi: 10.1016/j.neuroimage.2020.117574. Epub 2020 Nov 20.","Rapan L","Neuroimage","2021","2020/11/22","PMC8168280","NIHMS1702877","10.1016/j.neuroimage.2020.117574"
"33122437","Differential functional connectivity underlying asymmetric reward-related activity in human and nonhuman primates","Lopez-Persem A, Roumazeilles L, Folloni D, Marche K, Fouragnan EF, Khalighinejad N, Rushworth MFS, Sallet J.","Proc Natl Acad Sci U S A. 2020 Nov 10;117(45):28452-28462. doi: 10.1073/pnas.2000759117. Epub 2020 Oct 29.","Lopez-Persem A","Proc Natl Acad Sci U S A","2020","2020/10/30","PMC7668182","","10.1073/pnas.2000759117"
"33112698","Whole brain mapping of somatosensory responses in awake marmosets investigated with ultra-high-field fMRI","Cléry JC, Hori Y, Schaeffer DJ, Gati JS, Pruszynski JA, Everling S.","J Neurophysiol. 2020 Dec 1;124(6):1900-1913. doi: 10.1152/jn.00480.2020. Epub 2020 Oct 28.","Cléry JC","J Neurophysiol","2020","2020/10/28","","","10.1152/jn.00480.2020"
"33067998","Connectivity of the Cingulate Sulcus Visual Area (CSv) in Macaque Monkeys","De Castro V, Smith AT, Beer AL, Leguen C, Vayssière N, Héjja-Brichard Y, Audurier P, Cottereau BR, Durand JB.","Cereb Cortex. 2021 Jan 5;31(2):1347-1364. doi: 10.1093/cercor/bhaa301.","De Castro V","Cereb Cortex","2021","2020/10/17","PMC7786354","","10.1093/cercor/bhaa301"
"33024242","Robustness of sex-differences in functional connectivity over time in middle-aged marmosets","Nephew BC, Febo M, Cali R, Workman KP, Payne L, Moore CM, King JA, Lacreuse A.","Sci Rep. 2020 Oct 6;10(1):16647. doi: 10.1038/s41598-020-73811-9.","Nephew BC","Sci Rep","2020","2020/10/07","PMC7538565","","10.1038/s41598-020-73811-9"
"32981657","Converging Structural and Functional Evidence for a Rat Salience Network","Tsai PJ, Keeley RJ, Carmack SA, Vendruscolo JCM, Lu H, Gu H, Vendruscolo LF, Koob GF, Lin CP, Stein EA, Yang Y.","Biol Psychiatry. 2020 Dec 1;88(11):867-878. doi: 10.1016/j.biopsych.2020.06.023. Epub 2020 Jul 2.","Tsai PJ","Biol Psychiatry","2020","2020/09/28","","","10.1016/j.biopsych.2020.06.023"
"32919059","The human corticocortical vestibular network","Raiser TM, Flanagin VL, Duering M, van Ombergen A, Ruehl RM, Zu Eulenburg P.","Neuroimage. 2020 Dec;223:117362. doi: 10.1016/j.neuroimage.2020.117362. Epub 2020 Sep 9.","Raiser TM","Neuroimage","2020","2020/09/12","","","10.1016/j.neuroimage.2020.117362"
"32817555","Divergence of rodent and primate medial frontal cortex functional connectivity","Schaeffer DJ, Hori Y, Gilbert KM, Gati JS, Menon RS, Everling S.","Proc Natl Acad Sci U S A. 2020 Sep 1;117(35):21681-21689. doi: 10.1073/pnas.2003181117. Epub 2020 Aug 17.","Schaeffer DJ","Proc Natl Acad Sci U S A","2020","2020/08/21","PMC7474619","","10.1073/pnas.2003181117"
"32758424","Selective Mesoaccumbal Pathway Inactivation Affects Motivation but Not Reinforcement-Based Learning in Macaques","Vancraeyenest P, Arsenault JT, Li X, Zhu Q, Kobayashi K, Isa K, Isa T, Vanduffel W.","Neuron. 2020 Nov 11;108(3):568-581.e6. doi: 10.1016/j.neuron.2020.07.013. Epub 2020 Aug 5.","Vancraeyenest P","Neuron","2020","2020/08/08","","","10.1016/j.neuron.2020.07.013"
"32659353","Functional connectivity fingerprints of the human pulvinar: Decoding its role in cognition","Guedj C, Vuilleumier P.","Neuroimage. 2020 Nov 1;221:117162. doi: 10.1016/j.neuroimage.2020.117162. Epub 2020 Jul 11.","Guedj C","Neuroimage","2020","2020/07/14","","","10.1016/j.neuroimage.2020.117162"
"32621974","Functional reorganization of brain networks across the human menstrual cycle","Pritschet L, Santander T, Taylor CM, Layher E, Yu S, Miller MB, Grafton ST, Jacobs EG.","Neuroimage. 2020 Oct 15;220:117091. doi: 10.1016/j.neuroimage.2020.117091. Epub 2020 Jul 2.","Pritschet L","Neuroimage","2020","2020/07/05","","","10.1016/j.neuroimage.2020.117091"
"32539526","Diagnostic Classification for Human Autism and Obsessive-Compulsive Disorder Based on Machine Learning From a Primate Genetic Model","Zhan Y, Wei J, Liang J, Xu X, He R, Robbins TW, Wang Z.","Am J Psychiatry. 2021 Jan 1;178(1):65-76. doi: 10.1176/appi.ajp.2020.19101091. Epub 2020 Jun 16.","Zhan Y","Am J Psychiatry","2021","2020/06/17","","","10.1176/appi.ajp.2020.19101091"
"32276072","Towards HCP-Style macaque connectomes: 24-Channel 3T multi-array coil, MRI sequences and preprocessing","Autio JA, Glasser MF, Ose T, Donahue CJ, Bastiani M, Ohno M, Kawabata Y, Urushibata Y, Murata K, Nishigori K, Yamaguchi M, Hori Y, Yoshida A, Go Y, Coalson TS, Jbabdi S, Sotiropoulos SN, Kennedy H, Smith S, Van Essen DC, Hayashi T.","Neuroimage. 2020 Jul 15;215:116800. doi: 10.1016/j.neuroimage.2020.116800. Epub 2020 Apr 8.","Autio JA","Neuroimage","2020","2020/04/11","PMC7116593","EMS109745","10.1016/j.neuroimage.2020.116800"
"31825706","Transcranial alternating current stimulation attenuates BOLD adaptation and increases functional connectivity","Kar K, Ito T, Cole MW, Krekelberg B.","J Neurophysiol. 2020 Jan 1;123(1):428-438. doi: 10.1152/jn.00376.2019. Epub 2019 Dec 11.","Kar K","J Neurophysiol","2020","2019/12/12","PMC6985864","","10.1152/jn.00376.2019"
"31557544","Large scale networks for human hand-object interaction: Functionally distinct roles for two premotor regions identified intraoperatively","Simone L, Fornia L, Viganò L, Sambataro F, Rossi M, Leonetti A, Puglisi G, Howells H, Bellacicca A, Bello L, Cerri G.","Neuroimage. 2020 Jan 1;204:116215. doi: 10.1016/j.neuroimage.2019.116215. Epub 2019 Sep 24.","Simone L","Neuroimage","2020","2019/09/27","","","10.1016/j.neuroimage.2019.116215"
"31262949","Sex Differences in Cognitive Flexibility and Resting Brain Networks in Middle-Aged Marmosets","LaClair M, Febo M, Nephew B, Gervais NJ, Poirier G, Workman K, Chumachenko S, Payne L, Moore MC, King JA, Lacreuse A.","eNeuro. 2019 Jul 25;6(4):ENEURO.0154-19.2019. doi: 10.1523/ENEURO.0154-19.2019. Print 2019 Jul/Aug.","LaClair M","eNeuro","2019","2019/07/03","PMC6658914","","10.1523/ENEURO.0154-19.2019"
"31219563","From Synchrony to Asynchrony: Cerebellar-Basal Ganglia Functional Circuits in Young and Older Adults","Hausman HK, Jackson TB, Goen JRM, Bernard JA.","Cereb Cortex. 2020 Mar 21;30(2):718-729. doi: 10.1093/cercor/bhz121.","Hausman HK","Cereb Cortex","2020","2019/06/21","","","10.1093/cercor/bhz121"
"31039559","Brain Connectivity in Ateles geoffroyi: Resting-State Functional Magnetic Resonance Imaging of Working Memory and Executive Control","Platas-Neri D, Hidalgo-Tobón S, Chico-Ponce de León F, Muñoz-Delgado J, Phillips KA, Téllez-Alanís B, Villanueva-Valle J, de Celis Alonso B.","Brain Behav Evol. 2019;93(1):19-33. doi: 10.1159/000499177. Epub 2019 Apr 30.","Platas-Neri D","Brain Behav Evol","2019","2019/05/01","","","10.1159/000499177"
"31036814","Anatomical and functional investigation of the marmoset default mode network","Liu C, Yen CC, Szczupak D, Ye FQ, Leopold DA, Silva AC.","Nat Commun. 2019 Apr 29;10(1):1975. doi: 10.1038/s41467-019-09813-7.","Liu C","Nat Commun","2019","2019/05/01","PMC6488610","","10.1038/s41467-019-09813-7"
"31031580","Isoflurane-Induced Burst Suppression Increases Intrinsic Functional Connectivity of the Monkey Brain","Zhang Z, Cai DC, Wang Z, Zeljic K, Wang Z, Wang Y.","Front Neurosci. 2019 Apr 11;13:296. doi: 10.3389/fnins.2019.00296. eCollection 2019.","Zhang Z","Front Neurosci","2019","2019/04/30","PMC6470287","","10.3389/fnins.2019.00296"
"30923310","Functional ultrasound imaging of the brain reveals propagation of task-related brain activity in behaving primates","Dizeux A, Gesnik M, Ahnine H, Blaize K, Arcizet F, Picaud S, Sahel JA, Deffieux T, Pouget P, Tanter M.","Nat Commun. 2019 Mar 28;10(1):1400. doi: 10.1038/s41467-019-09349-w.","Dizeux A","Nat Commun","2019","2019/03/30","PMC6438968","","10.1038/s41467-019-09349-w"
"30879118","Effects of ketamine treatment on cocaine-induced reinstatement and disruption of functional connectivity in unanesthetized rhesus monkeys","Maltbie EA, Gopinath KS, Howell LL.","Psychopharmacology (Berl). 2019 Jul;236(7):2105-2118. doi: 10.1007/s00213-019-05204-4. Epub 2019 Mar 16.","Maltbie EA","Psychopharmacology (Berl)","2019","2019/03/18","","","10.1007/s00213-019-05204-4"
"30873000","Brain Map of Intrinsic Functional Flexibility in Anesthetized Monkeys and Awake Humans","Yin D, Zhang Z, Wang Z, Zeljic K, Lv Q, Cai D, Wang Y, Wang Z.","Front Neurosci. 2019 Feb 28;13:174. doi: 10.3389/fnins.2019.00174. eCollection 2019.","Yin D","Front Neurosci","2019","2019/03/16","PMC6403192","","10.3389/fnins.2019.00174"
"30807382","Propofol Anesthesia Increases Long-range Frontoparietal Corticocortical Interaction in the Oculomotor Circuit in Macaque Monkeys","Ma L, Liu W, Hudson AE.","Anesthesiology. 2019 Apr;130(4):560-571. doi: 10.1097/ALN.0000000000002637.","Ma L","Anesthesiology","2019","2019/02/27","PMC6417961","NIHMS1518660","10.1097/ALN.0000000000002637"
"30601693","Functionally distinct language and Theory of Mind networks are synchronized at rest and during language comprehension","Paunov AM, Blank IA, Fedorenko E.","J Neurophysiol. 2019 Apr 1;121(4):1244-1265. doi: 10.1152/jn.00619.2018. Epub 2019 Jan 2.","Paunov AM","J Neurophysiol","2019","2019/01/03","PMC6485726","","10.1152/jn.00619.2018"
"30530859","Changes in Endogenous Dopamine Induced by Methylphenidate Predict Functional Connectivity in Nonhuman Primates","Birn RM, Converse AK, Rajala AZ, Alexander AL, Block WF, McMillan AB, Christian BT, Filla CN, Murali D, Hurley SA, Jenison RL, Populin LC.","J Neurosci. 2019 Feb 20;39(8):1436-1444. doi: 10.1523/JNEUROSCI.2513-18.2018. Epub 2018 Dec 10.","Birn RM","J Neurosci","2019","2018/12/12","PMC6381257","","10.1523/JNEUROSCI.2513-18.2018"
"30462609","Macro-connectomics and microstructure predict dynamic plasticity patterns in the non-human primate brain","Froudist-Walsh S, Browning PG, Young JJ, Murphy KL, Mars RB, Fleysher L, Croxson PL.","Elife. 2018 Nov 21;7:e34354. doi: 10.7554/eLife.34354.","Froudist-Walsh S","Elife","2018","2018/11/22","PMC6249000","","10.7554/eLife.34354"
"30419289","Intrinsic functional clustering of anterior cingulate cortex in the common marmoset","Schaeffer DJ, Gilbert KM, Ghahremani M, Gati JS, Menon RS, Everling S.","Neuroimage. 2019 Feb 1;186:301-307. doi: 10.1016/j.neuroimage.2018.11.005. Epub 2018 Nov 10.","Schaeffer DJ","Neuroimage","2019","2018/11/13","","","10.1016/j.neuroimage.2018.11.005"
"30344047","A Neural Population Mechanism for Rapid Learning","Perich MG, Gallego JA, Miller LE.","Neuron. 2018 Nov 21;100(4):964-976.e7. doi: 10.1016/j.neuron.2018.09.030. Epub 2018 Oct 18.","Perich MG","Neuron","2018","2018/10/23","PMC6250582","NIHMS1507895","10.1016/j.neuron.2018.09.030"
"30315909","Model testing for distinctive functional connectivity gradients with resting-state fMRI data","O'Rawe JF, Ide JS, Leung HC.","Neuroimage. 2019 Jan 15;185:102-110. doi: 10.1016/j.neuroimage.2018.10.022. Epub 2018 Oct 10.","O'Rawe JF","Neuroimage","2019","2018/10/14","","","10.1016/j.neuroimage.2018.10.022"
"30295946","Intranasal oxytocin in rhesus monkeys alters brain networks that detect social salience and reward","Parr LA, Mitchell T, Hecht E.","Am J Primatol. 2018 Oct;80(10):e22915. doi: 10.1002/ajp.22915. Epub 2018 Sep 17.","Parr LA","Am J Primatol","2018","2018/10/09","PMC6381825","NIHMS1000439","10.1002/ajp.22915"
"30257948","Functionally specific optogenetic modulation in primate visual cortex","Chernov MM, Friedman RM, Chen G, Stoner GR, Roe AW.","Proc Natl Acad Sci U S A. 2018 Oct 9;115(41):10505-10510. doi: 10.1073/pnas.1802018115. Epub 2018 Sep 26.","Chernov MM","Proc Natl Acad Sci U S A","2018","2018/09/28","PMC6187135","","10.1073/pnas.1802018115"
"30205207","Resting-state white matter-cortical connectivity in non-human primate brain","Wu TL, Wang F, Li M, Schilling KG, Gao Y, Anderson AW, Chen LM, Ding Z, Gore JC.","Neuroimage. 2019 Jan 1;184:45-55. doi: 10.1016/j.neuroimage.2018.09.021. Epub 2018 Sep 8.","Wu TL","Neuroimage","2019","2018/09/12","PMC6250128","NIHMS1506840","10.1016/j.neuroimage.2018.09.021"
"30099461","Comparative Primate Connectomics","Rilling JK, van den Heuvel MP.","Brain Behav Evol. 2018;91(3):170-179. doi: 10.1159/000488886. Epub 2018 Aug 10.","Rilling JK","Brain Behav Evol","2018","2018/08/13","","","10.1159/000488886"
"30022250","White matter tract anatomy in the rhesus monkey: a fiber dissection study","Decramer T, Swinnen S, van Loon J, Janssen P, Theys T.","Brain Struct Funct. 2018 Nov;223(8):3681-3688. doi: 10.1007/s00429-018-1718-x. Epub 2018 Jul 18.","Decramer T","Brain Struct Funct","2018","2018/07/20","","","10.1007/s00429-018-1718-x"
"29809133","Targeted cortical reorganization using optogenetics in non-human primates","Yazdan-Shahmorad A, Silversmith DB, Kharazia V, Sabes PN.","Elife. 2018 May 29;7:e31034. doi: 10.7554/eLife.31034.","Yazdan-Shahmorad A","Elife","2018","2018/05/30","PMC5986269","","10.7554/eLife.31034"
"29697775","Cortical Afferents of Area 10 in Cebus Monkeys: Implications for the Evolution of the Frontal Pole","Rosa MGP, Soares JGM, Chaplin TA, Majka P, Bakola S, Phillips KA, Reser DH, Gattass R.","Cereb Cortex. 2019 Apr 1;29(4):1473-1495. doi: 10.1093/cercor/bhy044.","Rosa MGP","Cereb Cortex","2019","2018/04/27","PMC6676977","","10.1093/cercor/bhy044"
"29496614","Segregation of the human basal forebrain using resting state functional MRI","Markello RD, Spreng RN, Luh WM, Anderson AK, De Rosa E.","Neuroimage. 2018 Jun;173:287-297. doi: 10.1016/j.neuroimage.2018.02.042. Epub 2018 Feb 26.","Markello RD","Neuroimage","2018","2018/03/03","","","10.1016/j.neuroimage.2018.02.042"
"29488110","Individual identity and affective valence in marmoset calls: in vivo brain imaging with vocal sound playback","Kato M, Yokoyama C, Kawasaki A, Takeda C, Koike T, Onoe H, Iriki A.","Anim Cogn. 2018 May;21(3):331-343. doi: 10.1007/s10071-018-1169-z. Epub 2018 Feb 27.","Kato M","Anim Cogn","2018","2018/03/01","PMC5908821","","10.1007/s10071-018-1169-z"
"29487127","Maternal Immune Activation During the Third Trimester Is Associated with Neonatal Functional Connectivity of the Salience Network and Fetal to Toddler Behavior","Spann MN, Monk C, Scheinost D, Peterson BS.","J Neurosci. 2018 Mar 14;38(11):2877-2886. doi: 10.1523/JNEUROSCI.2272-17.2018. Epub 2018 Feb 27.","Spann MN","J Neurosci","2018","2018/03/01","PMC5852665","","10.1523/JNEUROSCI.2272-17.2018"
"29427292","Intranasal oxytocin modulates neural functional connectivity during human social interaction","Rilling JK, Chen X, Chen X, Haroon E.","Am J Primatol. 2018 Oct;80(10):e22740. doi: 10.1002/ajp.22740. Epub 2018 Feb 10.","Rilling JK","Am J Primatol","2018","2018/02/11","PMC6086772","NIHMS947801","10.1002/ajp.22740"
"29332256","Dopamine-dependent social information processing in non-human primates","Lee YA, Lionnet S, Kato A, Goto Y.","Psychopharmacology (Berl). 2018 Apr;235(4):1141-1149. doi: 10.1007/s00213-018-4831-x. Epub 2018 Jan 14.","Lee YA","Psychopharmacology (Berl)","2018","2018/01/15","PMC5869898","","10.1007/s00213-018-4831-x"
"29107523","A Large-Scale Semi-Chronic Microdrive Recording System for Non-Human Primates","Dotson NM, Hoffman SJ, Goodell B, Gray CM.","Neuron. 2017 Nov 15;96(4):769-782.e2. doi: 10.1016/j.neuron.2017.09.050. Epub 2017 Oct 26.","Dotson NM","Neuron","2017","2017/11/07","","","10.1016/j.neuron.2017.09.050"
"29049083","Ketamine and pharmacological imaging: use of functional magnetic resonance imaging to evaluate mechanisms of action","Maltbie EA, Kaundinya GS, Howell LL.","Behav Pharmacol. 2017 Dec;28(8):610-622. doi: 10.1097/FBP.0000000000000354.","Maltbie EA","Behav Pharmacol","2017","2017/10/20","PMC5687297","NIHMS909831","10.1097/FBP.0000000000000354"
"28931571","Sublaminar Subdivision of Mouse Auditory Cortex Layer 2/3 Based on Functional Translaminar Connections","Meng X, Winkowski DE, Kao JPY, Kanold PO.","J Neurosci. 2017 Oct 18;37(42):10200-10214. doi: 10.1523/JNEUROSCI.1361-17.2017. Epub 2017 Sep 20.","Meng X","J Neurosci","2017","2017/09/22","PMC5647773","","10.1523/JNEUROSCI.1361-17.2017"
"28905408","Resting-state functional connectivity in the rat cervical spinal cord at 9.4 T","Wu TL, Wang F, Mishra A, Wilson GH 3rd, Byun N, Chen LM, Gore JC.","Magn Reson Med. 2018 May;79(5):2773-2783. doi: 10.1002/mrm.26905. Epub 2017 Sep 14.","Wu TL","Magn Reson Med","2018","2017/09/15","PMC5821555","NIHMS928552","10.1002/mrm.26905"
"28716961","Structural Basis of Large-Scale Functional Connectivity in the Mouse","Grandjean J, Zerbi V, Balsters JH, Wenderoth N, Rudin M.","J Neurosci. 2017 Aug 23;37(34):8092-8101. doi: 10.1523/JNEUROSCI.0438-17.2017. Epub 2017 Jul 17.","Grandjean J","J Neurosci","2017","2017/07/19","PMC6596781","","10.1523/JNEUROSCI.0438-17.2017"
"28466257","Cortical Representation of Pain and Touch: Evidence from Combined Functional Neuroimaging and Electrophysiology in Non-human Primates","Chen LM.","Neurosci Bull. 2018 Feb;34(1):165-177. doi: 10.1007/s12264-017-0133-2. Epub 2017 May 2.","Chen LM","Neurosci Bull","2018","2017/05/04","PMC5799120","","10.1007/s12264-017-0133-2"
"28457575","Objective analysis of the topological organization of the human cortical visual connectome suggests three visual pathways","Haak KV, Beckmann CF.","Cortex. 2018 Jan;98:73-83. doi: 10.1016/j.cortex.2017.03.020. Epub 2017 Apr 7.","Haak KV","Cortex","2018","2017/05/02","PMC5780302","","10.1016/j.cortex.2017.03.020"
"28314817","FEF-Controlled Alpha Delay Activity Precedes Stimulus-Induced Gamma-Band Activity in Visual Cortex","Popov T, Kastner S, Jensen O.","J Neurosci. 2017 Apr 12;37(15):4117-4127. doi: 10.1523/JNEUROSCI.3015-16.2017. Epub 2017 Mar 17.","Popov T","J Neurosci","2017","2017/03/19","PMC5391684","","10.1523/JNEUROSCI.3015-16.2017"
"28285946","Development of rostral inferior parietal lobule area functional connectivity from late childhood to early adulthood","Wang M, Zhang J, Dong G, Zhang H, Lu H, Du X.","Int J Dev Neurosci. 2017 Jun;59:31-36. doi: 10.1016/j.ijdevneu.2017.03.001. Epub 2017 Mar 7.","Wang M","Int J Dev Neurosci","2017","2017/03/14","","","10.1016/j.ijdevneu.2017.03.001"
"28161319","Biophysical and neural basis of resting state functional connectivity: Evidence from non-human primates","Chen LM, Yang PF, Wang F, Mishra A, Shi Z, Wu R, Wu TL, Wilson GH 3rd, Ding Z, Gore JC.","Magn Reson Imaging. 2017 Jun;39:71-81. doi: 10.1016/j.mri.2017.01.020. Epub 2017 Feb 2.","Chen LM","Magn Reson Imaging","2017","2017/02/06","PMC5410395","NIHMS852391","10.1016/j.mri.2017.01.020"
"28057458","The inferior parietal lobule and temporoparietal junction: A network perspective","Igelström KM, Graziano MSA.","Neuropsychologia. 2017 Oct;105:70-83. doi: 10.1016/j.neuropsychologia.2017.01.001. Epub 2017 Jan 3.","Igelström KM","Neuropsychologia","2017","2017/01/07","","","10.1016/j.neuropsychologia.2017.01.001"
