PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"24752643","Cortical innervation of the hypoglossal nucleus in the non-human primate (Macaca mulatta)","Morecraft RJ, Stilwell-Morecraft KS, Solon-Cline KM, Ge J, Darling WG.","J Comp Neurol. 2014 Oct 15;522(15):3456-84. doi: 10.1002/cne.23614. Epub 2014 May 14.","Morecraft RJ","J Comp Neurol","2014","2014/04/23","PMC4139435","NIHMS586669","10.1002/cne.23614"
"24452906","The impact of vascular factors on language localization in the superior temporal sulcus","Wilson SM.","Hum Brain Mapp. 2014 Aug;35(8):4049-63. doi: 10.1002/hbm.22457. Epub 2014 Jan 22.","Wilson SM","Hum Brain Mapp","2014","2014/01/24","PMC4831909","NIHMS774278","10.1002/hbm.22457"
"24315566","A nonhuman primate model of human radiation-induced venocclusive liver disease and hepatocyte injury","Yannam GR, Han B, Setoyama K, Yamamoto T, Ito R, Brooks JM, Guzman-Lepe J, Galambos C, Fong JV, Deutsch M, Quader MA, Yamanouchi K, Kabarriti R, Mehta K, Soto-Gutierrez A, Roy-Chowdhury J, Locker J, Abe M, Enke CA, Baranowska-Kortylewicz J, Solberg TD, Guha C, Fox IJ.","Int J Radiat Oncol Biol Phys. 2014 Feb 1;88(2):404-411. doi: 10.1016/j.ijrobp.2013.10.037. Epub 2013 Dec 5.","Yannam GR","Int J Radiat Oncol Biol Phys","2014","2013/12/10","PMC3905315","NIHMS547945","10.1016/j.ijrobp.2013.10.037"
"24285866","Effects of unilateral deactivations of dorsolateral prefrontal cortex and anterior cingulate cortex on saccadic eye movements","Koval MJ, Hutchison RM, Lomber SG, Everling S.","J Neurophysiol. 2014 Feb;111(4):787-803. doi: 10.1152/jn.00626.2013. Epub 2013 Nov 27.","Koval MJ","J Neurophysiol","2014","2013/11/29","","","10.1152/jn.00626.2013"
"23540281","Repetitive transcranial magnetic stimulation elicits rate-dependent brain network responses in non-human primates","Salinas FS, Narayana S, Zhang W, Fox PT, Szabó CÁ.","Brain Stimul. 2013 Sep;6(5):777-87. doi: 10.1016/j.brs.2013.03.002. Epub 2013 Mar 21.","Salinas FS","Brain Stimul","2013","2013/04/02","PMC3735627","NIHMS461785","10.1016/j.brs.2013.03.002"
"23077051","Dynamic reorganization of digit representations in somatosensory cortex of nonhuman primates after spinal cord injury","Chen LM, Qi HX, Kaas JH.","J Neurosci. 2012 Oct 17;32(42):14649-63. doi: 10.1523/JNEUROSCI.1841-12.2012.","Chen LM","J Neurosci","2012","2012/10/19","PMC3498942","NIHMS416090","10.1523/JNEUROSCI.1841-12.2012"
"22715879","Primary visual cortex: awareness and blindsight","Leopold DA.","Annu Rev Neurosci. 2012;35:91-109. doi: 10.1146/annurev-neuro-062111-150356.","Leopold DA","Annu Rev Neurosci","2012","2012/06/22","PMC3476047","NIHMS413122","10.1146/annurev-neuro-062111-150356"
"22666194","Representation of numerosity in posterior parietal cortex","Roitman JD, Brannon EM, Platt ML.","Front Integr Neurosci. 2012 May 31;6:25. doi: 10.3389/fnint.2012.00025. eCollection 2012.","Roitman JD","Front Integr Neurosci","2012","2012/06/06","PMC3364489","","10.3389/fnint.2012.00025"
"22579692","Insights gained into pain processing from patients with focal brain lesions","Garcia-Larrea L.","Neurosci Lett. 2012 Jun 29;520(2):188-91. doi: 10.1016/j.neulet.2012.05.007. Epub 2012 May 10.","Garcia-Larrea L","Neurosci Lett","2012","2012/05/15","","","10.1016/j.neulet.2012.05.007"
"22521814","Revisiting the hippocampal-amygdala pathway in primates: association with immature-appearing neurons","Fudge JL, deCampo DM, Becoats KT.","Neuroscience. 2012 Jun 14;212:104-19. doi: 10.1016/j.neuroscience.2012.03.040. Epub 2012 Apr 19.","Fudge JL","Neuroscience","2012","2012/04/24","PMC3367117","NIHMS371590","10.1016/j.neuroscience.2012.03.040"
"22465841","Evidence for coordinated functional activity within the extended amygdala of non-human and human primates","Oler JA, Birn RM, Patriat R, Fox AS, Shelton SE, Burghy CA, Stodola DE, Essex MJ, Davidson RJ, Kalin NH.","Neuroimage. 2012 Jul 16;61(4):1059-66. doi: 10.1016/j.neuroimage.2012.03.045. Epub 2012 Mar 23.","Oler JA","Neuroimage","2012","2012/04/03","PMC3376204","NIHMS364904","10.1016/j.neuroimage.2012.03.045"
"22308358","Phoneme and word recognition in the auditory ventral stream","DeWitt I, Rauschecker JP.","Proc Natl Acad Sci U S A. 2012 Feb 21;109(8):E505-14. doi: 10.1073/pnas.1113427109. Epub 2012 Feb 1.","DeWitt I","Proc Natl Acad Sci U S A","2012","2012/02/07","PMC3286918","","10.1073/pnas.1113427109"
"22253658","Methods for fine scale functional imaging of tactile motion in human and nonhuman primates","Friedman RM, Dillenburger BC, Wang F, Avison MJ, Gore JC, Roe AW, Chen LM.","Open Neuroimag J. 2011;5:160-71. doi: 10.2174/1874440001105010160. Epub 2011 Nov 18.","Friedman RM","Open Neuroimag J","2011","2012/01/19","PMC3257843","","10.2174/1874440001105010160"
"21993979","Occipital sulci of the human brain: variability and morphometry","Malikovic A, Vucetic B, Milisavljevic M, Tosevski J, Sazdanovic P, Milojevic B, Malobabic S.","Anat Sci Int. 2012 Jun;87(2):61-70. doi: 10.1007/s12565-011-0118-6. Epub 2011 Oct 13.","Malikovic A","Anat Sci Int","2012","2011/10/14","","","10.1007/s12565-011-0118-6"
"26302200","The biological basis of audition","Recanzone GH.","Wiley Interdiscip Rev Cogn Sci. 2011 Jul;2(4):408-418. doi: 10.1002/wcs.118. Epub 2010 Oct 18.","Recanzone GH","Wiley Interdiscip Rev Cogn Sci","2011","2015/08/25","","","10.1002/wcs.118"
"21576110","Lesion evidence for the critical role of the intraparietal sulcus in spatial attention","Gillebert CR, Mantini D, Thijs V, Sunaert S, Dupont P, Vandenberghe R.","Brain. 2011 Jun;134(Pt 6):1694-709. doi: 10.1093/brain/awr085. Epub 2011 May 15.","Gillebert CR","Brain","2011","2011/05/18","","","10.1093/brain/awr085"
"20809106","Visuomotor cerebellum in human and nonhuman primates","Voogd J, Schraa-Tam CK, van der Geest JN, De Zeeuw CI.","Cerebellum. 2012 Jun;11(2):392-410. doi: 10.1007/s12311-010-0204-7.","Voogd J","Cerebellum","2012","2010/09/03","PMC3359447","","10.1007/s12311-010-0204-7"
"20661461","Exploring the electrophysiological correlates of the default-mode network with intracerebral EEG","Jerbi K, Vidal JR, Ossandon T, Dalal SS, Jung J, Hoffmann D, Minotti L, Bertrand O, Kahane P, Lachaux JP.","Front Syst Neurosci. 2010 Jun 28;4:27. doi: 10.3389/fnsys.2010.00027. eCollection 2010.","Jerbi K","Front Syst Neurosci","2010","2010/07/28","PMC2907269","","10.3389/fnsys.2010.00027"
"20445067","Anatomical and functional connectivity of cytoarchitectonic areas within the human parietal operculum","Eickhoff SB, Jbabdi S, Caspers S, Laird AR, Fox PT, Zilles K, Behrens TE.","J Neurosci. 2010 May 5;30(18):6409-21. doi: 10.1523/JNEUROSCI.5664-09.2010.","Eickhoff SB","J Neurosci","2010","2010/05/07","PMC4791040","NIHMS765795","10.1523/JNEUROSCI.5664-09.2010"
"19931563","Characterization of trial-to-trial fluctuations in local field potentials recorded in cerebral cortex of awake behaving macaque","Menzer DL, Bokil H, Ryou JW, Schiff ND, Purpura KP, Mitra PP.","J Neurosci Methods. 2010 Feb 15;186(2):250-61. doi: 10.1016/j.jneumeth.2009.11.012. Epub 2009 Dec 1.","Menzer DL","J Neurosci Methods","2010","2009/11/26","PMC2815007","NIHMS164785","10.1016/j.jneumeth.2009.11.012"
"19633556","Functional imaging of human auditory cortex","Woods DL, Alain C.","Curr Opin Otolaryngol Head Neck Surg. 2009 Oct;17(5):407-11. doi: 10.1097/MOO.0b013e3283303330.","Woods DL","Curr Opin Otolaryngol Head Neck Surg","2009","2009/07/28","","","10.1097/MOO.0b013e3283303330"
"19471271","Maps and streams in the auditory cortex: nonhuman primates illuminate human speech processing","Rauschecker JP, Scott SK.","Nat Neurosci. 2009 Jun;12(6):718-24. doi: 10.1038/nn.2331. Epub 2009 May 26.","Rauschecker JP","Nat Neurosci","2009","2009/05/28","PMC2846110","NIHMS147975","10.1038/nn.2331"
"19359671","Posttraumatic stress disorder: the role of medial prefrontal cortex and amygdala","Koenigs M, Grafman J.","Neuroscientist. 2009 Oct;15(5):540-8. doi: 10.1177/1073858409333072. Epub 2009 Apr 9.","Koenigs M","Neuroscientist","2009","2009/04/11","PMC2771687","NIHMS152554","10.1177/1073858409333072"
"19358457","Anatomical organization of the auditory cortex","Hackett TA.","J Am Acad Audiol. 2008 Nov-Dec;19(10):774-9. doi: 10.3766/jaaa.19.10.5.","Hackett TA","J Am Acad Audiol","2008","2009/04/11","","","10.3766/jaaa.19.10.5"
"19190042","Crossmodal integration of object features: voxel-based correlations in brain-damaged patients","Taylor KI, Stamatakis EA, Tyler LK.","Brain. 2009 Mar;132(Pt 3):671-83. doi: 10.1093/brain/awn361. Epub 2009 Feb 3.","Taylor KI","Brain","2009","2009/02/05","","","10.1093/brain/awn361"
"19084909","A unique case of cortical myoclonus sensitive to visual stimuli in the peripersonal space","Parasivam S, Cowey M, Day B, Thyagarajan D.","Mov Disord. 2009 Feb 15;24(3):422-5. doi: 10.1002/mds.21931.","Parasivam S","Mov Disord","2009","2008/12/17","","","10.1002/mds.21931"
"18958375","Optical imaging of nociception in primary somatosensory cortex of non-human primates","Chen LM, Friedman RM, Roe AW.","Sheng Li Xue Bao. 2008 Oct 25;60(5):664-8.","Chen LM","Sheng Li Xue Bao","2008","2008/10/30","","",""
"18459448","Emotion-related brain regions","Szily E, Kéri S.","Ideggyogy Sz. 2008 Mar 30;61(3-4):77-86.","Szily E","Ideggyogy Sz","2008","2008/05/08","","",""
"18308569","Communicative signaling activates 'Broca's' homolog in chimpanzees","Taglialatela JP, Russell JL, Schaeffer JA, Hopkins WD.","Curr Biol. 2008 Mar 11;18(5):343-8. doi: 10.1016/j.cub.2008.01.049. Epub 2008 Feb 28.","Taglialatela JP","Curr Biol","2008","2008/03/01","PMC2665181","NIHMS96059","10.1016/j.cub.2008.01.049"
"17715585","Recognizing emotion from facial expressions: psychological and neurological mechanisms","Adolphs R.","Behav Cogn Neurosci Rev. 2002 Mar;1(1):21-62. doi: 10.1177/1534582302001001003.","Adolphs R","Behav Cogn Neurosci Rev","2002","2007/08/25","","","10.1177/1534582302001001003"
"17678445","The biological basis of audition","Recanzone GH, Sutter ML.","Annu Rev Psychol. 2008;59:119-42. doi: 10.1146/annurev.psych.59.103006.093544.","Recanzone GH","Annu Rev Psychol","2008","2007/08/07","PMC3856181","NIHMS89153","10.1146/annurev.psych.59.103006.093544"
"17537970","A labeled-line code for small and large numerosities in the monkey prefrontal cortex","Nieder A, Merten K.","J Neurosci. 2007 May 30;27(22):5986-93. doi: 10.1523/JNEUROSCI.1056-07.2007.","Nieder A","J Neurosci","2007","2007/06/01","PMC6672244","","10.1523/JNEUROSCI.1056-07.2007"
"17533768","Grounding object concepts in perception and action: evidence from fMRI studies of tools","Beauchamp MS, Martin A.","Cortex. 2007 Apr;43(3):461-8. doi: 10.1016/s0010-9452(08)70470-2.","Beauchamp MS","Cortex","2007","2007/05/31","","","10.1016/s0010-9452(08)70470-2"
"17314280","Functional imaging reveals visual modulation of specific fields in auditory cortex","Kayser C, Petkov CI, Augath M, Logothetis NK.","J Neurosci. 2007 Feb 21;27(8):1824-35. doi: 10.1523/JNEUROSCI.4737-06.2007.","Kayser C","J Neurosci","2007","2007/02/23","PMC6673538","","10.1523/JNEUROSCI.4737-06.2007"
"17208181","Separate coding of different gaze directions in the superior temporal sulcus and inferior parietal lobule","Calder AJ, Beaver JD, Winston JS, Dolan RJ, Jenkins R, Eger E, Henson RN.","Curr Biol. 2007 Jan 9;17(1):20-5. doi: 10.1016/j.cub.2006.10.052.","Calder AJ","Curr Biol","2007","2007/01/09","PMC1885952","","10.1016/j.cub.2006.10.052"
"17172632","Receptive fields in human visual cortex mapped with surface electrodes","Yoshor D, Bosking WH, Ghose GM, Maunsell JH.","Cereb Cortex. 2007 Oct;17(10):2293-302. doi: 10.1093/cercor/bhl138. Epub 2006 Dec 16.","Yoshor D","Cereb Cortex","2007","2006/12/19","","","10.1093/cercor/bhl138"
"16717257","Schizophrenia in translation: the presence of absence: habenular regulation of dopamine neurons and the encoding of negative outcomes","Shepard PD, Holcomb HH, Gold JM.","Schizophr Bull. 2006 Jul;32(3):417-21. doi: 10.1093/schbul/sbj083. Epub 2006 May 22.","Shepard PD","Schizophr Bull","2006","2006/05/24","PMC2632249","","10.1093/schbul/sbj083"
"16594732","Functional imaging of numerical processing in adults and 4-y-old children","Cantlon JF, Brannon EM, Carter EJ, Pelphrey KA.","PLoS Biol. 2006 May;4(5):e125. doi: 10.1371/journal.pbio.0040125. Epub 2006 Apr 11.","Cantlon JF","PLoS Biol","2006","2006/04/06","PMC1431577","","10.1371/journal.pbio.0040125"
"16514012","Neurobiology of unilateral spatial neglect","Hillis AE.","Neuroscientist. 2006 Apr;12(2):153-63. doi: 10.1177/1073858405284257.","Hillis AE","Neuroscientist","2006","2006/03/04","","","10.1177/1073858405284257"
"16399806","The precuneus: a review of its functional anatomy and behavioural correlates","Cavanna AE, Trimble MR.","Brain. 2006 Mar;129(Pt 3):564-83. doi: 10.1093/brain/awl004. Epub 2006 Jan 6.","Cavanna AE","Brain","2006","2006/01/10","","","10.1093/brain/awl004"
"16373457","Basal ganglia functional connectivity based on a meta-analysis of 126 positron emission tomography and functional magnetic resonance imaging publications","Postuma RB, Dagher A.","Cereb Cortex. 2006 Oct;16(10):1508-21. doi: 10.1093/cercor/bhj088. Epub 2005 Dec 22.","Postuma RB","Cereb Cortex","2006","2005/12/24","","","10.1093/cercor/bhj088"
"16352402","The functional neuroanatomy of working memory: contributions of human brain lesion studies","Müller NG, Knight RT.","Neuroscience. 2006 Apr 28;139(1):51-8. doi: 10.1016/j.neuroscience.2005.09.018. Epub 2005 Dec 15.","Müller NG","Neuroscience","2006","2005/12/15","","","10.1016/j.neuroscience.2005.09.018"
"16269093","Analysis of single-unit responses to emotional scenes in human ventromedial prefrontal cortex","Kawasaki H, Adolphs R, Oya H, Kovach C, Damasio H, Kaufman O, Howard M 3rd.","J Cogn Neurosci. 2005 Oct;17(10):1509-18. doi: 10.1162/089892905774597182.","Kawasaki H","J Cogn Neurosci","2005","2005/11/05","","","10.1162/089892905774597182"
"15888607","The human parietal operculum. I. Cytoarchitectonic mapping of subdivisions","Eickhoff SB, Schleicher A, Zilles K, Amunts K.","Cereb Cortex. 2006 Feb;16(2):254-67. doi: 10.1093/cercor/bhi105. Epub 2005 May 11.","Eickhoff SB","Cereb Cortex","2006","2005/05/13","","","10.1093/cercor/bhi105"
"15866151","The cognitive control of emotion","Ochsner KN, Gross JJ.","Trends Cogn Sci. 2005 May;9(5):242-9. doi: 10.1016/j.tics.2005.03.010.","Ochsner KN","Trends Cogn Sci","2005","2005/05/04","","","10.1016/j.tics.2005.03.010"
"15849888","Domain specificity in the primate prefrontal cortex","Romanski LM.","Cogn Affect Behav Neurosci. 2004 Dec;4(4):421-9. doi: 10.3758/cabn.4.4.421.","Romanski LM","Cogn Affect Behav Neurosci","2004","2005/04/27","","","10.3758/cabn.4.4.421"
"15006672","A functional neuroimaging study of motivation and executive function","Taylor SF, Welsh RC, Wager TD, Phan KL, Fitzgerald KD, Gehring WJ.","Neuroimage. 2004 Mar;21(3):1045-54. doi: 10.1016/j.neuroimage.2003.10.032.","Taylor SF","Neuroimage","2004","2004/03/10","","","10.1016/j.neuroimage.2003.10.032"
"14561612","Model of reversible cerebral ischemia in a monkey model","Jungreis CA, Nemoto E, Boada F, Horowitz MB.","AJNR Am J Neuroradiol. 2003 Oct;24(9):1834-6.","Jungreis CA","AJNR Am J Neuroradiol","2003","2003/10/17","PMC7976288","",""
"12954439","Basal ganglia systems in ritualistic social displays: reptiles and humans; function and illness","Baxter LR Jr.","Physiol Behav. 2003 Aug;79(3):451-60. doi: 10.1016/s0031-9384(03)00164-1.","Baxter LR Jr","Physiol Behav","2003","2003/09/05","","","10.1016/s0031-9384(03)00164-1"
"12697619","Language systems in normal and aphasic human subjects: functional imaging studies and inferences from animal studies","Wise RJ.","Br Med Bull. 2003;65:95-119. doi: 10.1093/bmb/65.1.95.","Wise RJ","Br Med Bull","2003","2003/04/17","","","10.1093/bmb/65.1.95"
"12626765","Persistence and brain circuitry","Gusnard DA, Ollinger JM, Shulman GL, Cloninger CR, Price JL, Van Essen DC, Raichle ME.","Proc Natl Acad Sci U S A. 2003 Mar 18;100(6):3479-84. doi: 10.1073/pnas.0538050100. Epub 2003 Mar 7.","Gusnard DA","Proc Natl Acad Sci U S A","2003","2003/03/11","PMC152318","","10.1073/pnas.0538050100"
"12611944","Neural basis of visually guided head movements studied with fMRI","Petit L, Beauchamp MS.","J Neurophysiol. 2003 May;89(5):2516-27. doi: 10.1152/jn.00988.2002. Epub 2003 Jan 29.","Petit L","J Neurophysiol","2003","2003/03/04","","","10.1152/jn.00988.2002"
"12495872","Normal functional imaging of the basal ganglia","Lehéricy S, Gerardin E.","Epileptic Disord. 2002 Dec;4 Suppl 3:S23-30.","Lehéricy S","Epileptic Disord","2002","2002/12/24","","",""
"12495531","Impaired recognition of social emotions following amygdala damage","Adolphs R, Baron-Cohen S, Tranel D.","J Cogn Neurosci. 2002 Nov 15;14(8):1264-74. doi: 10.1162/089892902760807258.","Adolphs R","J Cogn Neurosci","2002","2002/12/24","","","10.1162/089892902760807258"
"12204305","Functional MRI studies in awake rhesus monkeys: methodological and analytical strategies","Andersen AH, Zhang Z, Barber T, Rayens WS, Zhang J, Grondin R, Hardy P, Gerhardt GA, Gash DM.","J Neurosci Methods. 2002 Aug 30;118(2):141-52. doi: 10.1016/s0165-0270(02)00123-1.","Andersen AH","J Neurosci Methods","2002","2002/09/03","","","10.1016/s0165-0270(02)00123-1"
"11530838","Medial temporal and prefrontal contributions to working memory tasks with novel and familiar stimuli","Stern CE, Sherman SJ, Kirchhoff BA, Hasselmo ME.","Hippocampus. 2001;11(4):337-46. doi: 10.1002/hipo.1048.","Stern CE","Hippocampus","2001","2001/09/04","","","10.1002/hipo.1048"
"11506546","Template images for nonhuman primate neuroimaging: 2. Macaque","Black KJ, Koller JM, Snyder AZ, Perlmutter JS.","Neuroimage. 2001 Sep;14(3):744-8. doi: 10.1006/nimg.2001.0871.","Black KJ","Neuroimage","2001","2001/08/17","","","10.1006/nimg.2001.0871"
"11135639","Single-neuron responses to emotional visual stimuli recorded in human ventral prefrontal cortex","Kawasaki H, Kaufman O, Damasio H, Damasio AR, Granner M, Bakken H, Hori T, Howard MA 3rd, Adolphs R.","Nat Neurosci. 2001 Jan;4(1):15-6. doi: 10.1038/82850.","Kawasaki H","Nat Neurosci","2001","2001/01/03","","","10.1038/82850"
"10899226","Dopamine D(1) agonist activates temporal lobe structures in primates","Black KJ, Hershey T, Gado MH, Perlmutter JS.","J Neurophysiol. 2000 Jul;84(1):549-57. doi: 10.1152/jn.2000.84.1.549.","Black KJ","J Neurophysiol","2000","2000/07/19","","","10.1152/jn.2000.84.1.549"
"10554993","An anatomical landmark for the supplementary eye fields in human revealed with functional magnetic resonance imaging","Grosbras MH, Lobel E, Van de Moortele PF, LeBihan D, Berthoz A.","Cereb Cortex. 1999 Oct-Nov;9(7):705-11. doi: 10.1093/cercor/9.7.705.","Grosbras MH","Cereb Cortex","1999","1999/11/11","","","10.1093/cercor/9.7.705"
"9259453","Mapping of cortical areas involved in color vision in non-human primates","Takechi H, Onoe H, Shizuno H, Yoshikawa E, Sadato N, Tsukada H, Watanabe Y.","Neurosci Lett. 1997 Jul 11;230(1):17-20. doi: 10.1016/s0304-3940(97)00461-8.","Takechi H","Neurosci Lett","1997","1997/07/11","","","10.1016/s0304-3940(97)00461-8"
"8807278","Possible application of functional imaging of the human auditory system in the study of acclimatization and late onset deprivation","Ponton CW.","Ear Hear. 1996 Jun;17(3 Suppl):78S-86S. doi: 10.1097/00003446-199617031-00008.","Ponton CW","Ear Hear","1996","1996/06/01","","","10.1097/00003446-199617031-00008"
